Week_Start,Region,Segment,Product_Family,Pipeline_Value_EUR,Bookings_EUR,Win_Rate,Conversion_Rate,Activity_Count,New_Opportunities,Forecast_Coverage,Event_Label,Event_Driver,Data_Classification,Pipeline_Change_4W,Bookings_Change_4W,Win_Rate_Change_4W,Attention_Score,Requires_Review
2025-06-02,France,Enterprise,Automation,304602.62,52446.98,0.2305,0.136,203,44,5.81,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.02677122917672592,-0.24577881452611539,-0.00799999999999998,2.3,False
2025-06-02,France,Enterprise,Cloud,350095.54,90926.5,0.2673,0.1468,246,40,3.85,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.09853856072959932,0.1385900074205917,0.0020000000000000018,5.6,False
2025-06-02,France,Enterprise,Platform,421213.99,102891.19,0.2731,0.1548,284,64,4.09,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.006601892280355126,-0.034668953636968536,-0.0014000000000000123,0.5,False
2025-06-02,Iberia,Commercial,AI,115232.51,20802.97,0.2072,0.1102,54,8,5.54,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.03638278179657517,0.030762377787863837,0.0025000000000000022,2.3,False
2025-06-02,Iberia,Commercial,Automation,157508.49,32109.62,0.2174,0.1343,102,14,4.91,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.023864029543533394,0.056142655610203374,-0.0007999999999999952,1.4,False
2025-06-02,Iberia,Commercial,Cloud,174106.67,31855.96,0.214,0.1143,122,24,5.47,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.034023270991476284,0.005414334683839783,0.0023999999999999855,2.1,False
2025-06-02,Iberia,Commercial,Platform,208687.46,44492.02,0.2477,0.1401,133,20,4.69,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.020830997559054598,0.1068889200697789,0.02990000000000001,4.1,False
2025-06-02,Iberia,Enterprise,AI,201256.09,35802.08,0.23,0.1262,135,28,5.62,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.012562030440139926,-0.317987417789398,-0.04400000000000001,5.1,False
2025-06-02,Iberia,Enterprise,Automation,256615.46,60287.78,0.2586,0.1188,154,31,4.26,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.03207741449536594,0.00839748883220115,0.0015000000000000013,1.9,False
2025-06-02,Iberia,Enterprise,Cloud,280257.33,66666.83,0.2889,0.155,170,34,4.2,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.12007545960137389,0.006223426333305637,0.05539999999999998,12.1,False
2025-06-02,Iberia,Enterprise,Platform,330424.38,81152.22,0.2664,0.1341,207,41,4.07,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.030083025401055452,0.0026623261574409973,0.0010000000000000009,1.8,False
2025-06-02,Nordics,Commercial,AI,150267.7,25044.95,0.1877,0.1144,93,19,6.0,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.06275221037030643,-0.09791130662108127,-0.021600000000000008,5.6,False
2025-06-02,Nordics,Commercial,Automation,189285.32,40376.93,0.2527,0.1331,134,23,4.69,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.03263730654210928,-0.06464624469074576,-0.019100000000000006,3.7,False
2025-06-02,Nordics,Commercial,Cloud,205010.43,34454.1,0.1752,0.0918,121,28,5.95,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.026203113531007904,-0.25693603789369346,-0.0632,7.8,False
2025-06-02,Nordics,Commercial,Platform,258636.55,63925.13,0.2685,0.1542,167,25,4.05,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.16959704438558787,0.4260659109926983,0.03780000000000003,13.1,False
2025-06-02,Nordics,Enterprise,AI,218536.04,52404.9,0.2505,0.1373,153,29,4.17,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.13233762500615398,0.034401694049430276,-0.012199999999999989,8.5,False
2025-06-02,Nordics,Enterprise,Automation,297940.99,59008.91,0.2207,0.1281,180,29,5.05,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.02362454375719858,0.027064815235441797,-0.008800000000000002,2.2,False
2025-06-02,Nordics,Enterprise,Cloud,357654.49,76601.3,0.2115,0.1329,234,39,4.67,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.15951605620228415,-0.12841078872592304,-0.07730000000000001,16.5,False
2025-06-02,Nordics,Enterprise,Platform,392676.75,101781.05,0.2908,0.1639,277,47,3.86,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.0699586195501325,0.13728311476038124,0.01050000000000001,4.9,False
2025-06-02,UKI,Commercial,AI,183111.61,36791.72,0.2385,0.1315,113,15,4.98,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.019826407328428775,-0.10105993736789265,-0.011699999999999988,2.3,False
2025-06-02,UKI,Commercial,Automation,219138.48,38280.21,0.2141,0.1277,138,24,5.72,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.055999144646755594,-0.3259554502665085,-0.056900000000000006,8.8,False
2025-06-02,UKI,Commercial,Cloud,284759.6,72922.96,0.2654,0.1746,193,32,3.9,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.0398513473517732,0.24192128255355372,0.009000000000000008,3.1,False
2025-06-02,UKI,Commercial,Platform,334541.9,62197.92,0.2073,0.1262,207,35,5.38,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.2937076796432305,0.08970728292199892,-0.025499999999999995,18.7,False
2025-06-02,UKI,Enterprise,AI,313763.16,66590.8,0.2385,0.1328,208,41,4.71,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.013286527649047697,-0.15301337406214421,-0.029500000000000026,3.7,False
2025-06-02,UKI,Enterprise,Automation,393868.92,112237.58,0.3063,0.1671,271,48,3.51,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.017237584551148988,0.33739589201844367,0.07140000000000002,8.1,False
2025-06-02,UKI,Enterprise,Cloud,436553.82,110546.39,0.28,0.1591,272,53,3.95,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.02152493677212597,0.11229617928123492,0.01820000000000005,3.0,False
2025-06-02,UKI,Enterprise,Platform,456445.14,92370.75,0.2455,0.1603,314,51,4.94,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.10412904635920994,-0.40563459236496635,-0.059,11.6,False
2025-06-09,Benelux,Commercial,AI,134641.77,21018.51,0.1888,0.1021,90,19,6.41,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.05287746361212142,-0.2611029611060196,-0.06310000000000002,9.2,False
2025-06-09,Benelux,Commercial,Automation,159898.58,28327.57,0.1953,0.1206,92,16,5.64,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.10640232929841631,-0.34344563238006187,-0.05600000000000002,11.5,False
2025-06-09,Benelux,Commercial,Cloud,196652.19,39917.09,0.2242,0.1175,130,27,4.93,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.04744850066963646,-0.11309270145617156,-0.03199999999999997,5.8,False
2025-06-09,Benelux,Commercial,Platform,219220.16,50710.0,0.265,0.151,133,23,4.32,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.016456551544490106,0.2877454677504958,0.0476,5.7,False
2025-06-09,Benelux,Enterprise,AI,205562.59,46050.77,0.2492,0.1496,128,23,4.46,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.04898515975677531,-0.09687248543008065,-0.0032999999999999974,3.0,False
2025-06-09,Benelux,Enterprise,Automation,265627.05,54336.94,0.2475,0.1413,193,35,4.89,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.0957625128651789,-0.05389876947678385,0.03789999999999999,9.1,False
2025-06-09,Benelux,Enterprise,Cloud,314674.96,75599.83,0.2713,0.162,186,37,4.16,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.036013091169048494,0.04912307823395001,0.029199999999999976,4.9,False
2025-06-09,Benelux,Enterprise,Platform,365834.18,93060.0,0.2719,0.1372,215,50,3.93,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03219546237846038,0.11312913446255446,0.009899999999999964,2.8,False
2025-06-09,DACH,Commercial,AI,220463.63,45928.66,0.2238,0.1257,155,27,4.8,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.07397911674539515,0.24396410626845655,0.008500000000000008,4.9,False
2025-06-09,DACH,Commercial,Automation,275711.85,58838.65,0.2358,0.1208,165,29,4.69,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.013862139429286602,0.3382256413009015,0.044300000000000006,5.2,False
2025-06-09,DACH,Commercial,Cloud,284742.56,75573.85,0.2751,0.1383,171,37,3.77,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.07135981554946624,0.17127810354674455,0.028000000000000025,6.7,False
2025-06-09,DACH,Commercial,Platform,313875.58,76721.09,0.2854,0.1614,178,34,4.09,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.045199931190640585,0.020756370789007272,0.021799999999999986,4.7,False
2025-06-09,DACH,Enterprise,AI,359714.87,70048.58,0.2397,0.1346,229,34,5.14,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.007932926572310373,-0.1276885606955519,-0.020900000000000002,2.5,False
2025-06-09,DACH,Enterprise,Automation,443855.31,101678.16,0.2658,0.1496,304,50,4.37,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.06899117606748839,-0.2191541692338871,-0.03440000000000004,7.2,False
2025-06-09,DACH,Enterprise,Cloud,531609.43,114687.14,0.2391,0.126,336,65,4.64,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.06017000190512145,-0.042898877812884706,-0.024699999999999972,5.8,False
2025-06-09,DACH,Enterprise,Platform,526443.86,128747.5,0.2806,0.1689,324,51,4.09,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03680635549455924,-0.10853862096867284,-0.01699999999999996,3.7,False
2025-06-09,France,Commercial,AI,169219.8,35924.59,0.2525,0.1546,113,16,4.71,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.0066749852392431475,-0.0022003226880711324,0.0184,2.2,False
2025-06-09,France,Commercial,Automation,195502.6,37174.91,0.2232,0.1164,124,18,5.26,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.08712534850106035,0.03553185100338907,-0.00899999999999998,5.7,False
2025-06-09,France,Commercial,Cloud,209714.54,47819.43,0.223,0.1118,138,26,4.39,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.07123739714014088,0.0869890272355145,-0.012699999999999989,5.2,False
2025-06-09,France,Commercial,Platform,232458.9,51175.46,0.2357,0.1149,148,29,4.54,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.10743255403090035,-0.15297926005396723,-0.018100000000000033,7.7,False
2025-06-09,France,Enterprise,AI,271847.63,57561.45,0.2591,0.1403,167,34,4.72,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.14047851766118846,0.23318578752761265,-0.006000000000000005,8.3,False
2025-06-09,France,Enterprise,Automation,295999.52,75856.73,0.2882,0.1874,192,46,3.9,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.12318129064901828,-0.14203564155223825,0.006000000000000005,7.4,False
2025-06-09,France,Enterprise,Cloud,376643.02,92206.85,0.2761,0.1622,244,45,4.08,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.013852971537433922,0.10935236080196131,0.017500000000000016,2.5,False
2025-06-09,France,Enterprise,Platform,417443.81,97876.01,0.2941,0.162,275,46,4.27,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.05669663355432264,-0.04602381957691959,0.019899999999999973,5.1,False
2025-06-09,Iberia,Commercial,AI,119461.59,27173.37,0.2522,0.1566,96,16,4.4,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.03114008515380884,0.05318812482897983,0.012899999999999967,3.0,False
2025-06-09,Iberia,Commercial,Automation,153076.17,24250.36,0.1854,0.1158,117,21,6.31,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.016548141519873272,-0.12398578024254214,-0.0348,4.4,False
2025-06-09,Iberia,Commercial,Cloud,180803.34,32897.34,0.2096,0.1156,96,20,5.5,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.12986897823923793,-0.14826555757905602,-0.042700000000000016,11.4,False
2025-06-09,Iberia,Commercial,Platform,198334.56,51740.01,0.2652,0.1483,152,29,3.83,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.030944357210342055,0.2864124390638678,0.03219999999999998,4.9,False
2025-06-09,Iberia,Enterprise,AI,220844.14,47670.63,0.271,0.1637,153,23,4.63,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.02544222876182456,0.14669297587069452,0.034800000000000025,4.9,False
2025-06-09,Iberia,Enterprise,Automation,258381.66,56029.69,0.218,0.1076,142,30,4.61,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03993628350940093,-0.12877094759239804,-0.0718,9.4,False
2025-06-09,Iberia,Enterprise,Cloud,280104.01,62032.12,0.2503,0.1325,148,31,4.52,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.049382884901429724,-0.05641941430944364,0.003500000000000031,3.1,False
2025-06-09,Iberia,Enterprise,Platform,288689.34,66931.73,0.2786,0.1402,190,28,4.31,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03316940813616476,-0.06949909955198652,0.019199999999999995,3.7,False
2025-06-09,Nordics,Commercial,AI,155130.62,30351.15,0.2359,0.1209,87,17,5.11,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.21719628708361616,0.35296100009227427,0.015600000000000003,13.5,False
2025-06-09,Nordics,Commercial,Automation,170552.01,38482.09,0.2371,0.129,123,25,4.43,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.013794456138772282,0.005652042907232202,0.009500000000000008,1.7,False
2025-06-09,Nordics,Commercial,Cloud,200660.62,36405.11,0.2133,0.1333,166,35,5.51,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.0619715033058299,-0.09773324906749936,-0.033,6.7,False
2025-06-09,Nordics,Commercial,Platform,219544.88,42045.78,0.2239,0.1131,119,21,5.22,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03992236287023154,-0.27084377825113626,-0.024300000000000016,4.6,False
2025-06-09,Nordics,Enterprise,AI,243737.53,46018.26,0.2219,0.1341,166,33,5.3,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.025825397142053674,-0.2190123543951139,-0.0408,5.5,False
2025-06-09,Nordics,Enterprise,Automation,269628.33,66783.2,0.2609,0.1707,168,32,4.04,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.08836071885888819,0.0727862995786488,-0.00019999999999997797,4.9,False
2025-06-09,Nordics,Enterprise,Cloud,357692.17,66921.65,0.202,0.1015,228,33,5.34,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.14508279734900964,-0.05777968695178126,-0.05219999999999997,13.2,False
2025-06-09,Nordics,Enterprise,Platform,363123.79,90198.7,0.2794,0.1625,242,53,4.03,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.007090755967045559,-0.04748312267833865,-0.032799999999999996,3.7,False
2025-06-09,UKI,Commercial,AI,194053.32,40609.86,0.2331,0.1107,116,20,4.78,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.04140122927785206,-0.029766048814332202,-0.007099999999999995,3.0,False
2025-06-09,UKI,Commercial,Automation,213332.47,43467.01,0.2417,0.1457,125,26,4.91,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.025873883704030987,0.005077528324233027,0.017999999999999988,3.2,False
2025-06-09,UKI,Commercial,Cloud,257531.33,52494.11,0.2318,0.1241,170,37,4.91,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.055877585352580805,-0.21849027238744367,-0.019299999999999984,5.0,False
2025-06-09,UKI,Commercial,Platform,283168.81,61132.62,0.2611,0.145,175,26,4.63,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.1225429386999295,-0.06502386281690586,0.01050000000000001,7.8,False
2025-06-09,UKI,Enterprise,AI,317805.27,85408.58,0.2887,0.1674,210,35,3.72,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.04148324178262697,0.09691475555321527,0.027900000000000036,5.1,False
2025-06-09,UKI,Enterprise,Automation,363067.57,82554.02,0.2679,0.145,243,52,4.4,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.07771565809087466,0.019780555887368045,0.03520000000000004,7.8,False
2025-06-09,UKI,Enterprise,Cloud,498792.61,112597.79,0.2553,0.1469,312,68,4.43,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.13643953958661692,0.23258059056875635,0.01980000000000004,9.5,False
2025-06-09,UKI,Enterprise,Platform,497186.94,126983.6,0.2908,0.1634,322,51,3.92,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.051629111889000434,0.14138899093305501,0.02210000000000001,5.0,False
2025-06-16,Benelux,Commercial,AI,126967.64,23890.56,0.2186,0.1277,82,14,5.31,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.08341355765766711,0.07271383503493767,0.017699999999999994,6.4,False
2025-06-16,Benelux,Commercial,Automation,158636.34,25127.1,0.2003,0.1099,117,21,6.31,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.08587678159891587,-0.3451854631594995,-0.05739999999999998,10.5,False
2025-06-16,Benelux,Commercial,Cloud,207142.54,38404.23,0.2217,0.1347,132,29,5.39,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.13955837565685836,0.175343819061059,0.02210000000000001,9.9,False
2025-06-16,Benelux,Commercial,Platform,193773.67,42090.76,0.2208,0.124,127,22,4.6,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.08272189323903045,-0.15116972709258392,-0.03460000000000002,8.0,False
2025-06-16,Benelux,Enterprise,AI,219047.09,51904.01,0.2756,0.1485,123,27,4.22,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.04951239308294819,0.20874537731367204,0.0635,9.1,False
2025-06-16,Benelux,Enterprise,Automation,266523.98,63118.56,0.2698,0.1558,157,30,4.22,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.011386907904639698,0.3442986762445164,0.04209999999999997,4.8,False
2025-06-16,Benelux,Enterprise,Cloud,319248.97,73741.23,0.2667,0.1275,213,40,4.33,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.07647346089003348,0.060078905126676796,-0.0010000000000000009,4.3,False
2025-06-16,Benelux,Enterprise,Platform,332738.58,72849.17,0.2378,0.1287,214,42,4.57,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.014875118037611212,0.23891502799792796,0.00010000000000001674,0.8,False
2025-06-16,DACH,Commercial,AI,216015.94,47267.45,0.2658,0.1434,146,29,4.57,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.047609402646498156,0.033051339760875154,0.04359999999999997,7.0,False
2025-06-16,DACH,Commercial,Automation,255918.0,56437.05,0.2359,0.1173,161,36,4.53,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.06525503684897038,0.17585810459433682,0.031700000000000006,6.8,False
2025-06-16,DACH,Commercial,Cloud,301903.37,69593.74,0.2361,0.1275,189,33,4.34,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.013821179454743593,0.014874202610444698,-0.026800000000000018,3.4,False
2025-06-16,DACH,Commercial,Platform,293735.35,67304.07,0.2494,0.1362,174,30,4.36,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.1553659295435098,-0.21399735834998468,-0.026600000000000013,11.2,False
2025-06-16,DACH,Enterprise,AI,346007.22,88316.5,0.29,0.1695,208,43,3.92,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03102698858377584,0.19389408204129377,0.04939999999999997,6.6,False
2025-06-16,DACH,Enterprise,Automation,471740.71,93212.83,0.251,0.1519,296,59,5.06,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.08375051179072557,-0.14200811868923147,-0.0016999999999999793,4.8,False
2025-06-16,DACH,Enterprise,Cloud,536003.32,138441.46,0.2853,0.1428,346,57,3.87,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.09428132732971295,0.33258939872976034,0.0252,7.7,False
2025-06-16,DACH,Enterprise,Platform,547815.69,131504.21,0.2615,0.1652,352,78,4.17,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.056573730991099414,-0.017598762527829548,-0.014399999999999968,4.6,False
2025-06-16,France,Commercial,AI,168877.53,40209.99,0.257,0.1552,83,18,4.2,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.026459329293995082,0.009819689002581011,-0.005099999999999993,2.0,False
2025-06-16,France,Commercial,Automation,189846.45,39677.88,0.2046,0.1281,114,26,4.78,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03168131727670942,0.024865950548092153,-0.0005999999999999894,1.8,False
2025-06-16,France,Commercial,Cloud,212731.29,49733.85,0.2645,0.158,143,28,4.28,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.08459715935520706,0.086282793459306,0.035400000000000015,8.2,False
2025-06-16,France,Commercial,Platform,242476.48,47643.43,0.2368,0.1341,146,31,5.09,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.021324679362938026,-0.06893216709392902,0.0068000000000000005,1.9,False
2025-06-16,France,Enterprise,AI,261153.87,76354.26,0.2974,0.1779,161,26,3.42,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.09566864249107421,0.15982516857919538,-0.0030999999999999917,5.6,False
2025-06-16,France,Enterprise,Automation,330065.7,70504.56,0.2382,0.1234,209,35,4.68,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.07358170435456235,-0.0868217078360396,-0.011200000000000015,5.2,False
2025-06-16,France,Enterprise,Cloud,396200.8,85710.19,0.2413,0.1204,254,42,4.62,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.01079739660752388,-0.04929944361235683,-0.010899999999999993,1.7,False
2025-06-16,France,Enterprise,Platform,447049.41,97058.77,0.2494,0.1369,285,69,4.61,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.11842017569114471,0.11504322197120209,0.0032999999999999974,6.8,False
2025-06-16,Iberia,Commercial,AI,129564.07,32452.41,0.2498,0.1445,98,19,3.99,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.03990364418754977,0.2229523381715186,0.009800000000000003,3.2,False
2025-06-16,Iberia,Commercial,Automation,145694.26,29223.37,0.2292,0.1319,86,18,4.99,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.09220088211393296,-0.15763593372437346,-0.0013000000000000234,5.2,False
2025-06-16,Iberia,Commercial,Cloud,147623.59,28554.51,0.226,0.1331,84,15,5.17,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.12329872302377032,-0.2716392288502646,-0.016100000000000003,8.4,False
2025-06-16,Iberia,Commercial,Platform,199213.35,43141.46,0.2514,0.1447,130,27,4.62,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.06744435207335298,0.3490850517116133,0.026400000000000007,6.3,False
2025-06-16,Iberia,Enterprise,AI,206212.88,38480.09,0.221,0.1279,135,28,5.36,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.004042748126094731,-0.06795033116993998,-0.0002999999999999947,0.3,False
2025-06-16,Iberia,Enterprise,Automation,253298.47,48851.47,0.2237,0.1099,160,26,5.19,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.009185194570128674,-0.002759730914497993,-0.011399999999999993,1.6,False
2025-06-16,Iberia,Enterprise,Cloud,297945.99,65441.67,0.2302,0.132,205,41,4.55,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.04081859361944273,-0.01357490685424334,-0.013600000000000001,3.6,False
2025-06-16,Iberia,Enterprise,Platform,301618.39,74119.13,0.277,0.1528,187,39,4.07,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.02994607591250542,0.24860881748517594,0.025300000000000045,4.2,False
2025-06-16,Nordics,Commercial,AI,140842.04,24231.06,0.2177,0.1283,90,19,5.81,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.09432159310151056,-0.20488650193913238,0.002599999999999991,5.4,False
2025-06-16,Nordics,Commercial,Automation,183261.33,41141.09,0.2437,0.1193,113,21,4.45,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03853678805624372,0.22316780174860185,0.0408,6.2,False
2025-06-16,Nordics,Commercial,Cloud,185730.19,42304.16,0.2349,0.1278,106,25,4.39,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.03188571040167454,0.0540468553748239,0.0126,3.0,False
2025-06-16,Nordics,Commercial,Platform,217575.76,44672.4,0.238,0.1281,142,26,4.87,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.10393623796042717,0.0035992387703234208,0.029199999999999976,8.6,False
2025-06-16,Nordics,Enterprise,AI,233798.02,55803.36,0.2495,0.1554,156,20,4.19,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.04833154245581395,0.24718695816006764,0.020699999999999996,4.7,False
2025-06-16,Nordics,Enterprise,Automation,273589.95,67860.2,0.2831,0.1503,164,36,4.03,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.02057617367368847,-0.008163552851163436,0.014000000000000012,2.5,False
2025-06-16,Nordics,Enterprise,Cloud,331457.89,71753.79,0.2569,0.1436,234,49,4.62,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.03383467429212694,0.16225333387110008,0.021600000000000008,4.0,False
2025-06-16,Nordics,Enterprise,Platform,349938.73,95867.48,0.3002,0.1704,205,44,3.65,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.050963967715084046,0.20269500084995018,0.057400000000000034,8.5,False
2025-06-16,UKI,Commercial,AI,183105.16,37571.29,0.2455,0.1534,113,17,4.87,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.05638612126601683,-0.057502655935058544,-0.02140000000000003,5.2,False
2025-06-16,UKI,Commercial,Automation,246290.79,65056.57,0.2698,0.1417,181,35,3.79,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.06283657480403138,0.5195585153135243,0.04839999999999997,8.3,False
2025-06-16,UKI,Commercial,Cloud,260118.38,53498.83,0.2369,0.1256,159,33,4.86,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.11126290969388186,-0.0369696534401005,0.020900000000000002,8.2,False
2025-06-16,UKI,Commercial,Platform,290894.77,75252.67,0.3028,0.185,163,36,3.87,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.1423390670962894,0.3417670578900682,0.04039999999999999,11.9,False
2025-06-16,UKI,Enterprise,AI,311896.34,63340.18,0.2221,0.118,185,41,4.92,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.150137096180615,0.12240864595975665,-0.0242,10.7,False
2025-06-16,UKI,Enterprise,Automation,403143.05,84593.74,0.2406,0.146,262,55,4.77,normal,No material exception,SYNTHETIC_DEMO_ONLY,0.09885375979097888,-0.023773565178495826,-0.00959999999999997,6.4,False
2025-06-16,UKI,Enterprise,Cloud,475721.73,90027.03,0.2302,0.137,312,63,5.28,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.07899778162247939,-0.282860860619255,-0.03830000000000003,8.2,False
2025-06-16,UKI,Enterprise,Platform,471206.36,116235.65,0.2774,0.1522,303,71,4.05,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.08564061236181297,-0.14787908227306634,-0.01980000000000004,6.7,False
2025-06-23,Benelux,Commercial,AI,139678.21,26987.38,0.2254,0.1205,93,18,5.18,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.07356423997036543,-0.17302038048432788,-0.019200000000000023,6.0,False
2025-06-23,Benelux,Commercial,Automation,157878.43,37070.92,0.2407,0.1415,106,18,4.26,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.0634008249487159,0.13229778662199076,0.012800000000000006,4.8,False
2025-06-23,Benelux,Commercial,Cloud,183326.34,31503.78,0.1901,0.099,97,17,5.82,normal,No material exception,SYNTHETIC_DEMO_ONLY,-0.005725396188348109,-0.21356195714202264,-0.06609999999999999,6.9,False
